date,year,month,avg_price_spain_eur_mwh,min_price_spain_eur_mwh,max_price_spain_eur_mwh,daily_price_range,avg_total_matched_volume,avg_buy_sell_volume_gap,avg_total_steps,avg_total_steps_from_sides,avg_quarter_row_share,n_high_price_hours,n_low_price_hours,z_avg_price,z_daily_range,z_high_price_hours,z_steps,score_core,score_extended,score_base,score_no_steps,score_price_range_only,score_price_only,score_range_only,internal_stress_event
2025-04-07,2025,4,55.04333333333333,0,170.01,170.01,53040.59166666667,0,1934.6666666666667,1934.6666666666667,0,0,7,0.20967186233002785,0.9512254964894109,0,0.10781463979088164,0.4643589435277755,0.41709553956589174,0.41709553956589174,0.4643589435277755,0.5804486794097193,0.20967186233002785,0.9512254964894109,TRUE
2025-04-08,2025,4,47.67208333333333,-1.02,131.17,132.19,52343.86666666667,0,1874.0416666666667,1874.0416666666667,0,0,9,0.1808052830849368,0.7354262776346532,0,0.09971639443853701,0.366492624287836,0.3306526856957102,0.3306526856957102,0.366492624287836,0.458115780359795,0.1808052830849368,0.7354262776346532,TRUE
2025-04-21,2025,4,46.720416666666665,6.56,160,153.44,48194.875,1.5158245029548803e-13,1946.125,1946.125,0,0,0,0.17707845775025882,0.8566778218087304,0,0.1093452359914966,0.41350251182359576,0.3727492214447959,0.3727492214447959,0.41350251182359576,0.5168781397794946,0.17707845775025882,0.8566778218087304,TRUE
2025-06-05,2025,6,67.84208333333333,5,142.03,137.03,49639.96666666667,0,2066.5416666666665,2066.5416666666665,0,0,0,0.25979309429382086,0.763043099931243,0,0.1254304106088684,0.4091344776900256,0.3705357090396591,0.3705357090396591,0.4091344776900256,0.5114180971125319,0.25979309429382086,0.763043099931243,TRUE
2025-06-06,2025,6,73.64958333333334,4.31,140.34,136.03,37822.808333333334,-7297.983333333334,2104.75,2104.75,0,0,0,0.2825358664106079,0.7573371449112865,0,0.1305342532123736,0.4159492045287577,0.37700897928390037,0.37700897928390037,0.4159492045287577,0.5199365056609472,0.2825358664106079,0.7573371449112865,TRUE
2025-06-12,2025,6,65.58791666666667,4.31,140.64,136.32999999999998,48471.525,0,2092.1666666666665,2092.1666666666665,0,0,0,0.25096554391702236,0.7590489314172734,0,0.12885338029388005,0.4040057901337183,0.3663904043963915,0.3663904043963915,0.4040057901337183,0.5050072376671478,0.25096554391702236,0.7590489314172734,TRUE
2025-06-16,2025,6,55.71041666666667,13.27,210,196.73,52482.808333333334,-1.5158245029548803e-13,2211.3333333333335,2211.3333333333335,0,1,0,0.21228422982600834,1,0.041666666666666664,0.14477158078027574,0.4932470252637367,0.4471099718504638,0.4471099718504638,0.4932470252637367,0.6061421149130042,0.21228422982600834,1,TRUE
2025-06-17,2025,6,95.3225,22.57,154.76,132.19,50831.60833333333,-1.5158245029548803e-13,2179,2179,0,0,0,0.3674092551073131,0.7354262776346532,0,0.14045251659235858,0.4411342130967865,0.40003768811892404,0.40003768811892404,0.4411342130967865,0.5514177663709832,0.3674092551073131,0.7354262776346532,TRUE
2025-06-18,2025,6,106.32375,40.01,194.56,154.55,53543.175,1.5158245029548803e-13,2239.375,2239.375,0,0,0,0.4104912907077958,0.8630114318808823,0,0.148517367118508,0.5094010890354712,0.4605776896178881,0.4605776896178881,0.5094010890354712,0.636751361294339,0.4104912907077958,0.8630114318808823,TRUE
2025-06-21,2025,6,77.03958333333334,0,138.81,138.81,50572.3,0,2089.7916666666665,2089.7916666666665,0,0,7,0.2958114578829984,0.7731996998667657,0,0.12853612944502532,0.4276044630999057,0.38700751815691997,0.38700751815691997,0.4276044630999057,0.534505578874882,0.2958114578829984,0.7731996998667657,TRUE
2025-06-23,2025,6,110.55958333333334,57.42,195.77,138.35000000000002,49146.50833333333,0,2121.7916666666665,2121.7916666666665,0,0,0,0.4270792532088186,0.7705749605575858,0,0.1328106671980155,0.4790616855065618,0.43246004153804307,0.43246004153804307,0.4790616855065618,0.5988271068832022,0.4270792532088186,0.7705749605575858,TRUE
2025-06-24,2025,6,97.17583333333333,7.5,154.52,147.02,49164.05,0,2095.0416666666665,2095.0416666666665,0,0,0,0.3746671005927104,0.8200455905806092,0,0.12923742079512526,0.4778850764693279,0.43107318399017436,0.43107318399017436,0.4778850764693279,0.5973563455866598,0.3746671005927104,0.8200455905806092,TRUE
2025-06-25,2025,6,81.06,2.44,154.52,152.08,55991.86666666667,0,2191.625,2191.625,0,0,3,0.3115558263831331,0.8489177229815895,0,0.14213895531521797,0.4641894197458891,0.4203796378091747,0.4203796378091747,0.4641894197458891,0.5802367746823613,0.3115558263831331,0.8489177229815895,TRUE
2025-06-29,2025,6,71.07458333333334,0.85,154.52,153.67000000000002,41847.11666666667,-7516.633333333333,2150.5,2150.5,0,0,4,0.2724518994367419,0.8579901914633206,0,0.1366455064061017,0.45217683636002504,0.40931928245563204,0.40931928245563204,0.45217683636002504,0.5652210454500313,0.2724518994367419,0.8579901914633206,TRUE
2025-07-13,2025,7,64.58875,0,134.62,134.62,48864.6,0,2015.375,2015.375,0,0,6,0.24705270365758375,0.7492917483331477,0,0.11859560284757686,0.39853778079629265,0.3605801184815137,0.3605801184815137,0.39853778079629265,0.4981722259953657,0.24705270365758375,0.7492917483331477,TRUE
2025-07-21,2025,7,57.60625,5.11,169.2,164.08999999999997,56516.98333333334,0,2274.125,2274.125,0,0,0,0.2197085097177705,0.9174462427712679,0,0.15315924795964572,0.45486190099561535,0.41332008816712795,0.41332008816712795,0.45486190099561535,0.5685773762445192,0.2197085097177705,0.9174462427712679,TRUE
2025-08-04,2025,8,65.62541666666667,4.31,168.02,163.71,55028.325,-1.5158245029548803e-13,2101.625,2101.625,0,0,0,0.2511123978049912,0.9152779798636845,0,0.13011681788493315,0.4665561510674703,0.4212483139725298,0.4212483139725298,0.4665561510674703,0.5831951888343379,0.2511123978049912,0.9152779798636845,TRUE
2025-08-05,2025,8,58.80166666666667,0.66,140.7,140.04,57177.96666666667,0,2118.4166666666665,2118.4166666666665,0,0,7,0.22438988532424647,0.7802180245413123,0,0.13235983704437979,0.40184316394622355,0.3648487521573835,0.3648487521573835,0.40184316394622355,0.5023039549327794,0.22438988532424647,0.7802180245413123,TRUE
2025-08-06,2025,8,78.4975,27.2,170,142.8,55827.76666666666,1.5158245029548803e-13,2192.9583333333335,2192.9583333333335,0,0,0,0.3015208107052568,0.7959664603963925,0,0.14231706105492592,0.43899490844065975,0.3983522509910698,0.3983522509910698,0.43899490844065975,0.5487436355508246,0.3015208107052568,0.7959664603963925,TRUE
2025-08-10,2025,8,55.51083333333333,-0.62,136.87,137.49,48346.525,0,1865.3333333333333,1865.3333333333333,0,0,9,0.21150264080004041,0.7656678392404231,0,0.09855314132606961,0.39086819201618545,0.3518649821467692,0.3518649821467692,0.39086819201618545,0.4885852400202318,0.21150264080004041,0.7656678392404231,TRUE
2025-08-11,2025,8,80.105,9,144.41,135.41,54089.875,0,2138.3333333333335,2138.3333333333335,0,0,0,0.3078159473695246,0.7537994527989134,0,0.13502029153126693,0.4246461600673752,0.38506741921208,0.38506741921208,0.4246461600673752,0.530807700084219,0.3078159473695246,0.7537994527989134,TRUE
2025-08-15,2025,8,69.26916666666666,0,144.75,144.75,51867.96666666667,0,2006.5833333333333,2006.5833333333333,0,0,5,0.26538170058597144,0.8070930726853078,0,0.11742121812637774,0.4289899093085117,0.3871082924575855,0.3871082924575855,0.4289899093085117,0.5362373866356396,0.26538170058597144,0.8070930726853078,TRUE
2025-08-16,2025,8,74.215,0.66,144,143.34,51677.60833333333,1.5158245029548803e-13,2026.1666666666667,2026.1666666666667,0,0,6,0.284750096699206,0.799047676107169,0,0.12003714617833788,0.43351910912255004,0.39133293510006495,0.39133293510006495,0.43351910912255004,0.5418988864031875,0.284750096699206,0.799047676107169,TRUE
2025-09-02,2025,9,61.76708333333333,4.01,160,155.99,53693.23333333334,-6.063298011819521e-13,2029.0416666666667,2029.0416666666667,0,0,0,0.23600276444285553,0.8712280071096198,0,0.12042118667958308,0.44289230862099016,0.3995728887113246,0.3995728887113246,0.44289230862099016,0.5536153857762377,0.23600276444285553,0.8712280071096198,TRUE
2025-09-03,2025,9,55.31916666666667,0,133.45,133.45,50860.7,0,1934.4166666666667,1934.4166666666667,0,0,8,0.2107520542615326,0.7426157809597984,0,0.10778124496468641,0.38134713408853244,0.3444568668239345,0.3444568668239345,0.38134713408853244,0.47668391761066553,0.2107520542615326,0.7426157809597984,TRUE
2025-09-11,2025,9,54.68208333333333,0,140,140,51522.65833333333,0,1919.25,1919.25,0,0,7,0.20825716987592724,0.7799897863405141,0,0.10575529217550877,0.39529878248657657,0.3564619638933053,0.3564619638933053,0.39529878248657657,0.49412347810822066,0.20825716987592724,0.7799897863405141,TRUE
2025-09-12,2025,9,73.64625,4.31,143.15,138.84,51859.61666666667,0,2022.125,2022.125,0,0,0,0.2825228127316773,0.7733708785173644,0,0.11949726315484822,0.4223574764996167,0.38151251825264937,0.38151251825264937,0.4223574764996167,0.5279468456245209,0.2825228127316773,0.7733708785173644,TRUE
2025-09-16,2025,9,72.64125,5.76,198.95,193.19,55255.308333333334,-1.5158245029548803e-13,2080.0833333333335,2080.0833333333335,0,0,0,0.27858712853411016,1,0,0.12723929702777703,0.5114348514136441,0.4602294246897162,0.4602294246897162,0.5114348514136441,0.6392935642670551,0.27858712853411016,1,TRUE
2025-09-17,2025,9,86.01,15.1,215,199.9,55638.05,0,2157,2157,0,1,0,0.33094053959503084,1,0.041666666666666664,0.13751377188717784,0.5407095491713456,0.4879138993803119,0.4879138993803119,0.5407095491713456,0.6654702697975154,0.33094053959503084,1,TRUE
2025-09-18,2025,9,97.0125,44,200,156,56104.625,0,2209.7916666666665,2209.7916666666665,0,0,0,0.37402747032511247,0.8712850666598193,0,0.14456564601873842,0.49812501479397275,0.45031595254659995,0.45031595254659995,0.49812501479397275,0.6226562684924659,0.37402747032511247,0.8712850666598193,TRUE
2025-09-25,2025,9,79.39916666666666,20.1,175.01,154.91,41367.7625,-9307.595833333333,2078.625,2078.625,0,0,0,0.3050518308559762,0.8650655756880666,0,0.12704449387497146,0.46804696261761713,0.4222455416779121,0.4222455416779121,0.46804696261761713,0.5850587032720214,0.3050518308559762,0.8650655756880666,TRUE
2025-09-26,2025,9,91.65375,21.56,160,138.44,54624.8,-1.5158245029548803e-13,2152.2916666666665,2152.2916666666665,0,0,0,0.35304204973435355,0.7710884965093818,0,0.13688483599383422,0.44965221849749415,0.40713417478469077,0.40713417478469077,0.44965221849749415,0.5620652731218677,0.35304204973435355,0.7710884965093818,TRUE
2025-09-30,2025,9,82.80166666666666,21.9,199.34,177.44,50475.60833333333,0,2044.0833333333333,2044.0833333333333,0,0,0,0.3183763736243564,0.9936207422876883,0,0.12243044205566309,0.5247988463648179,0.47144203477478197,0.47144203477478197,0.5247988463648179,0.6559985579560224,0.3183763736243564,0.9936207422876883,TRUE
